id,is_multi_variants,taxes_id,supplier_taxes_id
product.template_C710067,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C710080,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C710208,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C710813,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C710850,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725015,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725059,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725080,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725104,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725105,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725108,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725110,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725114,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725120,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725260,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725286,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725448,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C725449,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730002,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730004,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730006,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730007,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730008,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730009,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730011,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730012,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730015,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730017,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730022,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730024,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730029,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730032,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730036,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730042,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730044,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730057,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730064,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730067,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730072,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730080,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730093,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730095,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730107,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730111,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730188,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730205,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730272,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730370,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730499,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730850,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C730860,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C731058,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
product.template_C731059,TRUE,VAT-OUT-21-L,VAT-IN-V81-21
