"id","active","date_format","decimal_point","direction","iso_code","code","name","grouping","thousands_sep","time_format","translatable"
"__export__.res_lang_3","True","%d/%m/%Y",",","Left-to-Right","nl_BE","nl_BE","Flemish (BE) / Vlaams (BE)","[]"," ","%H:%M:%S","True"
