id,name,parent_id/id
product.category_Bijoux,Bijoux,
product.category_Affaires,Affaires,
product.category_Voyage,Voyage,
product.category_Caddies,Caddies,
product.category_Manucure,Manucure,
product.category_Garniturebureau,Garniture bureau,
product.category_Shopping,Shopping,
product.category_267130,267130,product.category_267
product.category_267131,267131,product.category_267
product.category_267132,267132,product.category_267
product.category_267133,267133,product.category_267
product.category_267140A,267140A,product.category_267
product.category_267141,267141,product.category_267
product.category_267142,267142,product.category_267
product.category_267143,267143,product.category_267
product.category_267144,267144,product.category_267
product.category_267149,267149,product.category_269
product.category_268451,268451,product.category_268
product.category_269110,269110,product.category_269
product.category_269131,269131,product.category_269
product.category_269133,269133,product.category_269
product.category_269142,269142,product.category_269
product.category_269199,269199,product.category_269EVA
product.category_269200,269200,product.category_269EVA
product.category_269201,269201,product.category_269EVA
product.category_269203,269203,product.category_269EVA
product.category_269204,269204,product.category_269EVA
product.category_269205,269205,product.category_269EVA
product.category_269206,269206,product.category_269EVA
product.category_269207,269207,product.category_269EVA
product.category_269208,269208,product.category_269EVA
product.category_269209,269209,product.category_269EVA
product.category_269211,269211,product.category_706
product.category_269212,269212,product.category_706
product.category_269223,269223,product.category_269
product.category_269254,269254,product.category_269PIPING
product.category_269270,269270,product.category_269
product.category_269325,269325,product.category_269
product.category_269501,269501,product.category_273
product.category_269532,269532,product.category_269
product.category_269533,269533,product.category_269
product.category_272001,272001,product.category_272
product.category_272003,272003,product.category_272
product.category_272200,272200,product.category_272
product.category_272201,272201,product.category_272
product.category_272206,272206,product.category_272
product.category_272207,272207,product.category_272
product.category_272208,272208,product.category_272
product.category_272230,272230,product.category_272
product.category_272235,272235,product.category_272
product.category_272240,272240,product.category_272
product.category_272245,272245,product.category_272
product.category_272355,272355,product.category_272
product.category_273001,273001,product.category_273
product.category_273002,273002,product.category_273
product.category_273003,273003,product.category_273
product.category_273004,273004,product.category_273
product.category_273355,273355,product.category_269
product.category_273500,273500,product.category_273
product.category_274001,274001,product.category_274
product.category_274003,274003,product.category_274
product.category_274005,274005,product.category_274
product.category_274206,274206,product.category_274
product.category_274207,274207,product.category_274
product.category_274208,274208,product.category_274
product.category_274250,274250,product.category_274
product.category_274254,274254,product.category_269
product.category_276200,276200,product.category_269EVA
product.category_276201,276201,product.category_269EVA
product.category_276203,276203,product.category_269EVA
product.category_276204,276204,product.category_269EVA
product.category_276205,276205,product.category_269EVA
product.category_277199,277199,product.category_269EVA
product.category_277200,277200,product.category_269EVA
product.category_277201,277201,product.category_269EVA
product.category_277203,277203,product.category_269EVA
product.category_277204,277204,product.category_269EVA
product.category_277205,277205,product.category_269EVA
product.category_280240,280240,product.category_280
product.category_280250,280250,product.category_280
product.category_282020,282020,product.category_282
product.category_282024,282024,product.category_282
product.category_282027,282027,product.category_282
product.category_282028,282028,product.category_282
product.category_282043,282043,product.category_282
product.category_282119,282119,product.category_282
product.category_282182,282182,product.category_282
product.category_282183,282183,product.category_282
product.category_282243,282243,product.category_282
product.category_282264,282264,product.category_282
product.category_282442,282442,product.category_282
product.category_282541,282541,product.category_282
product.category_282600,282600,product.category_282
product.category_282601,282601,product.category_282
product.category_282650,282650,product.category_282
product.category_282660,282660,product.category_282
product.category_282730,282730,product.category_282
product.category_282802,282802,product.category_282
