id,name,street,street2,city,zip,country_id,rml_header1,website,phone,fax,email,vat,company_registry
base.main_company,Davidts,rue des semailles,,Flemalle,4400,BE,slogan de la société – en tête de rapport,http://www.davidts.eu,,,,num tva pr rapport,registre pr rapport
